Name,Type,Cation,Anion,Smiles,"Temperature, K","Pressure, kPa",ActualValue,ErrorValue
1-butyl-3-methylimidazolium tetrafluoroborate,imidazolium,C[N+]1=CN(CCCC)C=C1,F[B-](F)(F)F,C[N+]1=CN(CCCC)C=C1.F[B-](F)(F)F,303.16,100,0.422,0.013
1-butyl-3-methylimidazolium tetrafluoroborate,imidazolium,C[N+]1=CN(CCCC)C=C1,F[B-](F)(F)F,C[N+]1=CN(CCCC)C=C1.F[B-](F)(F)F,308.15,100,0.51,0.015
1-butyl-3-methylimidazolium tetrafluoroborate,imidazolium,C[N+]1=CN(CCCC)C=C1,F[B-](F)(F)F,C[N+]1=CN(CCCC)C=C1.F[B-](F)(F)F,308.15,100,0.52,0.016
1-butyl-3-methylimidazolium tetrafluoroborate,imidazolium,C[N+]1=CN(CCCC)C=C1,F[B-](F)(F)F,C[N+]1=CN(CCCC)C=C1.F[B-](F)(F)F,308.15,100,0.523,0.016
1-butyl-3-methylimidazolium tetrafluoroborate,imidazolium,C[N+]1=CN(CCCC)C=C1,F[B-](F)(F)F,C[N+]1=CN(CCCC)C=C1.F[B-](F)(F)F,313.15,100,0.619,0.019
1-butyl-3-methylimidazolium tetrafluoroborate,imidazolium,C[N+]1=CN(CCCC)C=C1,F[B-](F)(F)F,C[N+]1=CN(CCCC)C=C1.F[B-](F)(F)F,313.15,100,0.637,0.019
1-butyl-3-methylimidazolium tetrafluoroborate,imidazolium,C[N+]1=CN(CCCC)C=C1,F[B-](F)(F)F,C[N+]1=CN(CCCC)C=C1.F[B-](F)(F)F,313.15,100,0.638,0.019
1-butyl-3-methylimidazolium tetrafluoroborate,imidazolium,C[N+]1=CN(CCCC)C=C1,F[B-](F)(F)F,C[N+]1=CN(CCCC)C=C1.F[B-](F)(F)F,318.15,100,0.763,0.023
1-butyl-3-methylimidazolium tetrafluoroborate,imidazolium,C[N+]1=CN(CCCC)C=C1,F[B-](F)(F)F,C[N+]1=CN(CCCC)C=C1.F[B-](F)(F)F,318.15,100,0.772,0.023
1-butyl-3-methylimidazolium tetrafluoroborate,imidazolium,C[N+]1=CN(CCCC)C=C1,F[B-](F)(F)F,C[N+]1=CN(CCCC)C=C1.F[B-](F)(F)F,318.16,100,0.74,0.022
1-butyl-3-methylimidazolium tetrafluoroborate,imidazolium,C[N+]1=CN(CCCC)C=C1,F[B-](F)(F)F,C[N+]1=CN(CCCC)C=C1.F[B-](F)(F)F,323.12,100,0.873,0.026
1-butyl-3-methylimidazolium tetrafluoroborate,imidazolium,C[N+]1=CN(CCCC)C=C1,F[B-](F)(F)F,C[N+]1=CN(CCCC)C=C1.F[B-](F)(F)F,323.16,100,0.828,0.025
1-butyl-3-methylimidazolium tetrafluoroborate,imidazolium,C[N+]1=CN(CCCC)C=C1,F[B-](F)(F)F,C[N+]1=CN(CCCC)C=C1.F[B-](F)(F)F,323.17,100,0.912,0.027
1-butyl-3-methylimidazolium tetrafluoroborate,imidazolium,C[N+]1=CN(CCCC)C=C1,F[B-](F)(F)F,C[N+]1=CN(CCCC)C=C1.F[B-](F)(F)F,323.2,100,0.902,0.027
1-butyl-3-methylimidazolium tetrafluoroborate,imidazolium,C[N+]1=CN(CCCC)C=C1,F[B-](F)(F)F,C[N+]1=CN(CCCC)C=C1.F[B-](F)(F)F,328.07,100,1.0156,0.03
1-butyl-3-methylimidazolium tetrafluoroborate,imidazolium,C[N+]1=CN(CCCC)C=C1,F[B-](F)(F)F,C[N+]1=CN(CCCC)C=C1.F[B-](F)(F)F,328.13,100,1.0614,0.032
1-butyl-3-methylimidazolium tetrafluoroborate,imidazolium,C[N+]1=CN(CCCC)C=C1,F[B-](F)(F)F,C[N+]1=CN(CCCC)C=C1.F[B-](F)(F)F,328.17,100,1.049,0.032
1-butyl-3-methylimidazolium tetrafluoroborate,imidazolium,C[N+]1=CN(CCCC)C=C1,F[B-](F)(F)F,C[N+]1=CN(CCCC)C=C1.F[B-](F)(F)F,333.11,100,1.2207,0.037
1-butyl-3-methylimidazolium tetrafluoroborate,imidazolium,C[N+]1=CN(CCCC)C=C1,F[B-](F)(F)F,C[N+]1=CN(CCCC)C=C1.F[B-](F)(F)F,333.14,100,1.2058,0.036
1-butyl-3-methylimidazolium tetrafluoroborate,imidazolium,C[N+]1=CN(CCCC)C=C1,F[B-](F)(F)F,C[N+]1=CN(CCCC)C=C1.F[B-](F)(F)F,333.16,100,1.1769,0.035
1-butyl-3-methylimidazolium tetrafluoroborate,imidazolium,C[N+]1=CN(CCCC)C=C1,F[B-](F)(F)F,C[N+]1=CN(CCCC)C=C1.F[B-](F)(F)F,338.12,100,1.3692,0.041
1-butyl-3-methylimidazolium tetrafluoroborate,imidazolium,C[N+]1=CN(CCCC)C=C1,F[B-](F)(F)F,C[N+]1=CN(CCCC)C=C1.F[B-](F)(F)F,338.14,100,1.3436,0.04
1-butyl-3-methylimidazolium tetrafluoroborate,imidazolium,C[N+]1=CN(CCCC)C=C1,F[B-](F)(F)F,C[N+]1=CN(CCCC)C=C1.F[B-](F)(F)F,338.18,100,1.376,0.041
1-butyl-3-methylimidazolium tetrafluoroborate,imidazolium,C[N+]1=CN(CCCC)C=C1,F[B-](F)(F)F,C[N+]1=CN(CCCC)C=C1.F[B-](F)(F)F,343.14,100,1.5201,0.046
1-butyl-3-methylimidazolium tetrafluoroborate,imidazolium,C[N+]1=CN(CCCC)C=C1,F[B-](F)(F)F,C[N+]1=CN(CCCC)C=C1.F[B-](F)(F)F,343.17,100,1.5326,0.046
1-butyl-3-methylimidazolium tetrafluoroborate,imidazolium,C[N+]1=CN(CCCC)C=C1,F[B-](F)(F)F,C[N+]1=CN(CCCC)C=C1.F[B-](F)(F)F,343.17,100,1.5593,0.047
1-butyl-3-methylimidazolium tetrafluoroborate,imidazolium,C[N+]1=CN(CCCC)C=C1,F[B-](F)(F)F,C[N+]1=CN(CCCC)C=C1.F[B-](F)(F)F,348.1,100,1.7034,0.051
1-butyl-3-methylimidazolium tetrafluoroborate,imidazolium,C[N+]1=CN(CCCC)C=C1,F[B-](F)(F)F,C[N+]1=CN(CCCC)C=C1.F[B-](F)(F)F,348.13,100,1.618,0.049
1-butyl-3-methylimidazolium tetrafluoroborate,imidazolium,C[N+]1=CN(CCCC)C=C1,F[B-](F)(F)F,C[N+]1=CN(CCCC)C=C1.F[B-](F)(F)F,348.14,100,1.73,0.052
1-butyl-3-methylimidazolium tetrafluoroborate,imidazolium,C[N+]1=CN(CCCC)C=C1,F[B-](F)(F)F,C[N+]1=CN(CCCC)C=C1.F[B-](F)(F)F,348.16,100,1.6987,0.051
1-butyl-3-methylimidazolium tetrafluoroborate,imidazolium,C[N+]1=CN(CCCC)C=C1,F[B-](F)(F)F,C[N+]1=CN(CCCC)C=C1.F[B-](F)(F)F,353.1,100,1.8893,0.057
1-butyl-3-methylimidazolium tetrafluoroborate,imidazolium,C[N+]1=CN(CCCC)C=C1,F[B-](F)(F)F,C[N+]1=CN(CCCC)C=C1.F[B-](F)(F)F,353.13,100,1.9164,0.058
1-butyl-3-methylimidazolium tetrafluoroborate,imidazolium,C[N+]1=CN(CCCC)C=C1,F[B-](F)(F)F,C[N+]1=CN(CCCC)C=C1.F[B-](F)(F)F,353.17,100,1.8633,0.056
1-ethyl-3-methylimidazolium tetrafluoroborate,imidazolium,CN1C=C[N+](CC)=C1,F[B-](F)(F)F,CN1C=C[N+](CC)=C1.F[B-](F)(F)F,249.1,101.325,0.1451,0.0044
1-ethyl-3-methylimidazolium tetrafluoroborate,imidazolium,CN1C=C[N+](CC)=C1,F[B-](F)(F)F,CN1C=C[N+](CC)=C1.F[B-](F)(F)F,251.6,101.325,0.1863,0.0048
1-ethyl-3-methylimidazolium tetrafluoroborate,imidazolium,CN1C=C[N+](CC)=C1,F[B-](F)(F)F,CN1C=C[N+](CC)=C1.F[B-](F)(F)F,254.1,101.325,0.222,0.005
1-ethyl-3-methylimidazolium tetrafluoroborate,imidazolium,CN1C=C[N+](CC)=C1,F[B-](F)(F)F,CN1C=C[N+](CC)=C1.F[B-](F)(F)F,256.5,101.325,0.261,0.005
1-ethyl-3-methylimidazolium tetrafluoroborate,imidazolium,CN1C=C[N+](CC)=C1,F[B-](F)(F)F,CN1C=C[N+](CC)=C1.F[B-](F)(F)F,258.1,101.325,0.245,0.006
1-ethyl-3-methylimidazolium tetrafluoroborate,imidazolium,CN1C=C[N+](CC)=C1,F[B-](F)(F)F,CN1C=C[N+](CC)=C1.F[B-](F)(F)F,259,101.325,0.317,0.009
1-ethyl-3-methylimidazolium tetrafluoroborate,imidazolium,CN1C=C[N+](CC)=C1,F[B-](F)(F)F,CN1C=C[N+](CC)=C1.F[B-](F)(F)F,261.5,101.325,0.363,0.007
1-ethyl-3-methylimidazolium tetrafluoroborate,imidazolium,CN1C=C[N+](CC)=C1,F[B-](F)(F)F,CN1C=C[N+](CC)=C1.F[B-](F)(F)F,263.1,101.325,0.296,0.006
1-ethyl-3-methylimidazolium tetrafluoroborate,imidazolium,CN1C=C[N+](CC)=C1,F[B-](F)(F)F,CN1C=C[N+](CC)=C1.F[B-](F)(F)F,264,101.325,0.401,0.011
1-ethyl-3-methylimidazolium tetrafluoroborate,imidazolium,CN1C=C[N+](CC)=C1,F[B-](F)(F)F,CN1C=C[N+](CC)=C1.F[B-](F)(F)F,266.5,101.325,0.443,0.009
1-ethyl-3-methylimidazolium tetrafluoroborate,imidazolium,CN1C=C[N+](CC)=C1,F[B-](F)(F)F,CN1C=C[N+](CC)=C1.F[B-](F)(F)F,268.1,101.325,0.445,0.011
1-ethyl-3-methylimidazolium tetrafluoroborate,imidazolium,CN1C=C[N+](CC)=C1,F[B-](F)(F)F,CN1C=C[N+](CC)=C1.F[B-](F)(F)F,269,101.325,0.527,0.014
1-ethyl-3-methylimidazolium tetrafluoroborate,imidazolium,CN1C=C[N+](CC)=C1,F[B-](F)(F)F,CN1C=C[N+](CC)=C1.F[B-](F)(F)F,271.5,101.325,0.62,0.01
1-ethyl-3-methylimidazolium tetrafluoroborate,imidazolium,CN1C=C[N+](CC)=C1,F[B-](F)(F)F,CN1C=C[N+](CC)=C1.F[B-](F)(F)F,273.1,101.325,0.612,0.014
1-ethyl-3-methylimidazolium tetrafluoroborate,imidazolium,CN1C=C[N+](CC)=C1,F[B-](F)(F)F,CN1C=C[N+](CC)=C1.F[B-](F)(F)F,273.9,101.325,0.702,0.015
1-ethyl-3-methylimidazolium tetrafluoroborate,imidazolium,CN1C=C[N+](CC)=C1,F[B-](F)(F)F,CN1C=C[N+](CC)=C1.F[B-](F)(F)F,276.4,101.325,0.721,0.015
1-ethyl-3-methylimidazolium tetrafluoroborate,imidazolium,CN1C=C[N+](CC)=C1,F[B-](F)(F)F,CN1C=C[N+](CC)=C1.F[B-](F)(F)F,278.1,101.325,0.735,0.017
1-ethyl-3-methylimidazolium tetrafluoroborate,imidazolium,CN1C=C[N+](CC)=C1,F[B-](F)(F)F,CN1C=C[N+](CC)=C1.F[B-](F)(F)F,278.9,101.325,0.835,0.021
1-ethyl-3-methylimidazolium tetrafluoroborate,imidazolium,CN1C=C[N+](CC)=C1,F[B-](F)(F)F,CN1C=C[N+](CC)=C1.F[B-](F)(F)F,281.4,101.325,0.958,0.019
1-ethyl-3-methylimidazolium tetrafluoroborate,imidazolium,CN1C=C[N+](CC)=C1,F[B-](F)(F)F,CN1C=C[N+](CC)=C1.F[B-](F)(F)F,283.1,101.325,0.896,0.02
1-ethyl-3-methylimidazolium tetrafluoroborate,imidazolium,CN1C=C[N+](CC)=C1,F[B-](F)(F)F,CN1C=C[N+](CC)=C1.F[B-](F)(F)F,283.9,101.325,1.098,0.026
1-ethyl-3-methylimidazolium tetrafluoroborate,imidazolium,CN1C=C[N+](CC)=C1,F[B-](F)(F)F,CN1C=C[N+](CC)=C1.F[B-](F)(F)F,286.4,101.325,1.168,0.023
1-ethyl-3-methylimidazolium tetrafluoroborate,imidazolium,CN1C=C[N+](CC)=C1,F[B-](F)(F)F,CN1C=C[N+](CC)=C1.F[B-](F)(F)F,288.1,101.325,1.091,0.022
1-ethyl-3-methylimidazolium tetrafluoroborate,imidazolium,CN1C=C[N+](CC)=C1,F[B-](F)(F)F,CN1C=C[N+](CC)=C1.F[B-](F)(F)F,288.5,101.325,0.611,0.034
1-ethyl-3-methylimidazolium tetrafluoroborate,imidazolium,CN1C=C[N+](CC)=C1,F[B-](F)(F)F,CN1C=C[N+](CC)=C1.F[B-](F)(F)F,288.9,101.325,0.577,0.036
1-ethyl-3-methylimidazolium tetrafluoroborate,imidazolium,CN1C=C[N+](CC)=C1,F[B-](F)(F)F,CN1C=C[N+](CC)=C1.F[B-](F)(F)F,288.9,101.325,0.748,0.035
1-ethyl-3-methylimidazolium tetrafluoroborate,imidazolium,CN1C=C[N+](CC)=C1,F[B-](F)(F)F,CN1C=C[N+](CC)=C1.F[B-](F)(F)F,288.9,101.325,1.22,0.04
1-ethyl-3-methylimidazolium tetrafluoroborate,imidazolium,CN1C=C[N+](CC)=C1,F[B-](F)(F)F,CN1C=C[N+](CC)=C1.F[B-](F)(F)F,289.5,101.325,0.891,0.038
1-ethyl-3-methylimidazolium tetrafluoroborate,imidazolium,CN1C=C[N+](CC)=C1,F[B-](F)(F)F,CN1C=C[N+](CC)=C1.F[B-](F)(F)F,290.1,101.325,1.016,0.036
1-ethyl-3-methylimidazolium tetrafluoroborate,imidazolium,CN1C=C[N+](CC)=C1,F[B-](F)(F)F,CN1C=C[N+](CC)=C1.F[B-](F)(F)F,290.7,101.325,1.07,0.06
1-ethyl-3-methylimidazolium tetrafluoroborate,imidazolium,CN1C=C[N+](CC)=C1,F[B-](F)(F)F,CN1C=C[N+](CC)=C1.F[B-](F)(F)F,291.3,101.325,1.092,0.023
1-ethyl-3-methylimidazolium tetrafluoroborate,imidazolium,CN1C=C[N+](CC)=C1,F[B-](F)(F)F,CN1C=C[N+](CC)=C1.F[B-](F)(F)F,291.3,101.325,1.334,0.027
1-ethyl-3-methylimidazolium tetrafluoroborate,imidazolium,CN1C=C[N+](CC)=C1,F[B-](F)(F)F,CN1C=C[N+](CC)=C1.F[B-](F)(F)F,292.6,101.325,1.142,0.024
1-ethyl-3-methylimidazolium tetrafluoroborate,imidazolium,CN1C=C[N+](CC)=C1,F[B-](F)(F)F,CN1C=C[N+](CC)=C1.F[B-](F)(F)F,293.1,101.325,1.305,0.056
1-ethyl-3-methylimidazolium tetrafluoroborate,imidazolium,CN1C=C[N+](CC)=C1,F[B-](F)(F)F,CN1C=C[N+](CC)=C1.F[B-](F)(F)F,293.8,101.325,1.192,0.024
1-ethyl-3-methylimidazolium tetrafluoroborate,imidazolium,CN1C=C[N+](CC)=C1,F[B-](F)(F)F,CN1C=C[N+](CC)=C1.F[B-](F)(F)F,293.8,101.325,1.442,0.03
1-ethyl-3-methylimidazolium tetrafluoroborate,imidazolium,CN1C=C[N+](CC)=C1,F[B-](F)(F)F,CN1C=C[N+](CC)=C1.F[B-](F)(F)F,295.1,101.325,1.244,0.026
1-ethyl-3-methylimidazolium tetrafluoroborate,imidazolium,CN1C=C[N+](CC)=C1,F[B-](F)(F)F,CN1C=C[N+](CC)=C1.F[B-](F)(F)F,296.3,101.325,1.296,0.028
1-ethyl-3-methylimidazolium tetrafluoroborate,imidazolium,CN1C=C[N+](CC)=C1,F[B-](F)(F)F,CN1C=C[N+](CC)=C1.F[B-](F)(F)F,296.3,101.325,1.539,0.035
1-ethyl-3-methylimidazolium tetrafluoroborate,imidazolium,CN1C=C[N+](CC)=C1,F[B-](F)(F)F,CN1C=C[N+](CC)=C1.F[B-](F)(F)F,296.8,101.325,1.324,0.033
1-ethyl-3-methylimidazolium tetrafluoroborate,imidazolium,CN1C=C[N+](CC)=C1,F[B-](F)(F)F,CN1C=C[N+](CC)=C1.F[B-](F)(F)F,297.8,101.325,1.356,0.04
1-ethyl-3-methylimidazolium tetrafluoroborate,imidazolium,CN1C=C[N+](CC)=C1,F[B-](F)(F)F,CN1C=C[N+](CC)=C1.F[B-](F)(F)F,298.1,101.325,1.571,0.055
1-ethyl-3-methylimidazolium tetrafluoroborate,imidazolium,CN1C=C[N+](CC)=C1,F[B-](F)(F)F,CN1C=C[N+](CC)=C1.F[B-](F)(F)F,298.8,101.325,1.394,0.029
1-ethyl-3-methylimidazolium tetrafluoroborate,imidazolium,CN1C=C[N+](CC)=C1,F[B-](F)(F)F,CN1C=C[N+](CC)=C1.F[B-](F)(F)F,298.8,101.325,1.619,0.035
1-ethyl-3-methylimidazolium tetrafluoroborate,imidazolium,CN1C=C[N+](CC)=C1,F[B-](F)(F)F,CN1C=C[N+](CC)=C1.F[B-](F)(F)F,300,101.325,1.463,0.031
1-ethyl-3-methylimidazolium tetrafluoroborate,imidazolium,CN1C=C[N+](CC)=C1,F[B-](F)(F)F,CN1C=C[N+](CC)=C1.F[B-](F)(F)F,303.1,101.325,1.788,0.038
1-ethyl-3-methylimidazolium tetrafluoroborate,imidazolium,CN1C=C[N+](CC)=C1,F[B-](F)(F)F,CN1C=C[N+](CC)=C1.F[B-](F)(F)F,308.1,101.325,2.02,0.04
1-ethyl-3-methylimidazolium tetrafluoroborate,imidazolium,CN1C=C[N+](CC)=C1,F[B-](F)(F)F,CN1C=C[N+](CC)=C1.F[B-](F)(F)F,313.1,101.325,2.28,0.05
1-ethyl-3-methylimidazolium tetrafluoroborate,imidazolium,CN1C=C[N+](CC)=C1,F[B-](F)(F)F,CN1C=C[N+](CC)=C1.F[B-](F)(F)F,318.1,101.325,2.55,0.05
1-ethyl-3-methylimidazolium tetrafluoroborate,imidazolium,CN1C=C[N+](CC)=C1,F[B-](F)(F)F,CN1C=C[N+](CC)=C1.F[B-](F)(F)F,323.1,101.325,2.85,0.06
1-ethyl-3-methylimidazolium tetrafluoroborate,imidazolium,CN1C=C[N+](CC)=C1,F[B-](F)(F)F,CN1C=C[N+](CC)=C1.F[B-](F)(F)F,328.1,101.325,3.22,0.07
1-ethyl-3-methylimidazolium tetrafluoroborate,imidazolium,CN1C=C[N+](CC)=C1,F[B-](F)(F)F,CN1C=C[N+](CC)=C1.F[B-](F)(F)F,333.1,101.325,3.56,0.07
1-ethyl-3-methylimidazolium tetrafluoroborate,imidazolium,CN1C=C[N+](CC)=C1,F[B-](F)(F)F,CN1C=C[N+](CC)=C1.F[B-](F)(F)F,338.1,101.325,3.95,0.08
1-ethyl-3-methylimidazolium tetrafluoroborate,imidazolium,CN1C=C[N+](CC)=C1,F[B-](F)(F)F,CN1C=C[N+](CC)=C1.F[B-](F)(F)F,343.1,101.325,4.35,0.09
1-ethyl-3-methylimidazolium tetrafluoroborate,imidazolium,CN1C=C[N+](CC)=C1,F[B-](F)(F)F,CN1C=C[N+](CC)=C1.F[B-](F)(F)F,348.1,101.325,4.77,0.1
1-ethyl-3-methylimidazolium tetrafluoroborate,imidazolium,CN1C=C[N+](CC)=C1,F[B-](F)(F)F,CN1C=C[N+](CC)=C1.F[B-](F)(F)F,353.1,101.325,5.22,0.11
1-ethyl-3-methylimidazolium tetrafluoroborate,imidazolium,CN1C=C[N+](CC)=C1,F[B-](F)(F)F,CN1C=C[N+](CC)=C1.F[B-](F)(F)F,358.1,101.325,5.55,0.11
1-ethyl-3-methylimidazolium tetrafluoroborate,imidazolium,CN1C=C[N+](CC)=C1,F[B-](F)(F)F,CN1C=C[N+](CC)=C1.F[B-](F)(F)F,363.1,101.325,5.95,0.12
1-ethyl-3-methylimidazolium tetrafluoroborate,imidazolium,CN1C=C[N+](CC)=C1,F[B-](F)(F)F,CN1C=C[N+](CC)=C1.F[B-](F)(F)F,368.1,101.325,6.46,0.13
1-ethyl-3-methylimidazolium tetrafluoroborate,imidazolium,CN1C=C[N+](CC)=C1,F[B-](F)(F)F,CN1C=C[N+](CC)=C1.F[B-](F)(F)F,373.1,101.325,6.9,0.1
1-ethyl-3-methylimidazolium tetrafluoroborate,imidazolium,CN1C=C[N+](CC)=C1,F[B-](F)(F)F,CN1C=C[N+](CC)=C1.F[B-](F)(F)F,378.1,101.325,7.36,0.15
1-ethyl-3-methylimidazolium tetrafluoroborate,imidazolium,CN1C=C[N+](CC)=C1,F[B-](F)(F)F,CN1C=C[N+](CC)=C1.F[B-](F)(F)F,383.1,101.325,7.83,0.16
1-ethyl-3-methylimidazolium tetrafluoroborate,imidazolium,CN1C=C[N+](CC)=C1,F[B-](F)(F)F,CN1C=C[N+](CC)=C1.F[B-](F)(F)F,388.1,101.325,8.32,0.17
1-ethyl-3-methylimidazolium tetrafluoroborate,imidazolium,CN1C=C[N+](CC)=C1,F[B-](F)(F)F,CN1C=C[N+](CC)=C1.F[B-](F)(F)F,393.1,101.325,8.77,0.18
1-ethyl-3-methylimidazolium tetrafluoroborate,imidazolium,CN1C=C[N+](CC)=C1,F[B-](F)(F)F,CN1C=C[N+](CC)=C1.F[B-](F)(F)F,398.1,101.325,9.29,0.19
1-ethyl-3-methylimidazolium tetrafluoroborate,imidazolium,CN1C=C[N+](CC)=C1,F[B-](F)(F)F,CN1C=C[N+](CC)=C1.F[B-](F)(F)F,403.1,101.325,9.79,0.2
1-ethyl-3-methylimidazolium tetrafluoroborate,imidazolium,CN1C=C[N+](CC)=C1,F[B-](F)(F)F,CN1C=C[N+](CC)=C1.F[B-](F)(F)F,408.1,101.325,10.27,0.21
1-ethyl-3-methylimidazolium tetrafluoroborate,imidazolium,CN1C=C[N+](CC)=C1,F[B-](F)(F)F,CN1C=C[N+](CC)=C1.F[B-](F)(F)F,413.1,101.325,10.79,0.22
